Time,GND_truth_X1,GND_truth_Y1,GND_truth_X2,GND_truth_Y2,est_X1,est_Y1,est_X2,est_Y2,
1.63019e+09,231.231,99.598,128.826,99.4816,231.961,111.769,122.456,114.867,
1.63019e+09,231.146,99.6071,128.826,99.4816,231.961,111.769,122.456,114.867,
1.63019e+09,231.146,99.6071,128.903,99.4907,231.961,111.769,122.456,114.867,
1.63019e+09,230.982,99.6609,129.053,99.5447,231.961,111.769,122.456,114.867,
1.63019e+09,230.982,99.6609,129.053,99.5447,231.961,111.769,122.456,114.867,
1.63019e+09,230.823,99.761,129.127,99.5892,231.961,111.769,122.456,114.867,
1.63019e+09,230.745,99.8286,129.27,99.7129,231.961,111.769,122.456,114.867,
1.63019e+09,230.745,99.8286,129.27,99.7129,231.961,111.769,122.456,114.867,
1.63019e+09,230.593,99.9964,129.34,99.7919,231.961,111.769,122.456,114.867,
1.63019e+09,230.52,100.094,129.475,99.9796,231.14,109.771,123.643,112.679,
1.63019e+09,230.448,100.202,129.475,99.9796,231.14,109.771,123.643,112.679,
1.63019e+09,230.448,100.202,129.542,100.088,231.14,109.771,123.643,112.679,
1.63019e+09,230.376,100.322,129.607,100.208,231.14,109.771,123.643,112.679,
1.63019e+09,230.307,100.454,129.671,100.341,231.14,109.771,123.643,112.679,
1.63019e+09,230.17,100.755,129.734,100.487,231.14,109.771,123.643,112.679,
1.63019e+09,230.104,100.921,129.856,100.811,231.14,109.771,123.643,112.679,
1.63019e+09,230.104,100.921,129.856,100.811,231.14,109.771,123.643,112.679,
1.63019e+09,229.975,101.284,129.975,101.175,231.14,109.771,123.643,112.679,
1.63019e+09,229.913,101.484,130.032,101.377,231.14,109.771,123.643,112.679,
1.63019e+09,229.913,101.484,130.032,101.377,231.14,109.771,123.643,112.679,
1.63019e+09,229.791,101.924,130.145,101.82,230.494,108.332,124.846,111.052,
1.63019e+09,229.731,102.162,130.145,101.82,230.494,108.332,124.846,111.052,
1.63019e+09,229.673,102.41,130.254,102.309,230.494,108.332,124.846,111.052,
1.63019e+09,229.617,102.666,130.254,102.309,230.494,108.332,124.846,111.052,
1.63019e+09,229.617,102.666,130.306,102.567,230.494,108.332,124.846,111.052,
1.63019e+09,229.507,103.204,130.408,103.11,230.494,108.332,124.846,111.052,
1.63019e+09,229.454,103.49,130.408,103.11,230.494,108.332,124.846,111.052,
1.63019e+09,229.454,103.49,130.458,103.398,230.494,108.332,124.846,111.052,
1.63019e+09,229.353,104.083,130.553,103.996,230.494,108.332,124.846,111.052,
